,row_id,player_id,school,wave,session,date,event_id,event_description,event_category,event_time,event_time_dbl,stack_id,stack_title,data_headers,data_values,skill_level_know,skill_level_priority,skill_level_people,skill_level_refusal,skill_level_me,minigame_id,minigame_level,skill_id,old_skill_point,new_skill_point,object_id,object_locked,object_first_time_unlocked,pan_scene_start_left,pan_scene_end_left,scan_start_point,scan_end_point,sense_id,object_scan_result,animatic_id,animatic_time_elapsed,animatic_time_left,avatar_age,avatar_gender,avatar_name,avatar_id,name_of_file,event_type,aa_level_id,chunk_id,piece_id,old_choice_id,old_label,choice_id,new_choice_id,new_label,stars_for_this_level_old,stars_for_this_level_new,npc_id,npc_fact_data_type,previous_rank_id,new_rank_id,invitation_id,inviting_npc_id,inviting_npc_rank_id,chosen_response,points_lost_gained,strike,total_points,total_strikes,missed_safe_invitations,accepted_unsafe_invitations,priority_type,card_id,opportunity_card_id,stop_think_id,priority_type_2,resulting_priority_type,priority_protected_true_false,gaining_priority_type,amount_gained,losing_priority_type,amount_lost,goal_1_priority_type,goal1_amount,goal1_achieved_amount,goal_2_priority_type,goal2_amount,goal2_achieved_amount,draws_remaining,starter_statement_id,validity,cred_lost_gained,fact_card_id,chosen_fact_card_id,opponent_its_on_statement_id,players_chosen_response_id,player_won,players_cred_total,item_locked_unlocked_states,proportion_complete,starting_screen_pan_position_x,starting_screen_pan_position_y,starting_screen_pan_position_w,starting_screen_pan_position_h,ending_screen_pan_position_x,ending_screen_pan_position_y,ending_screen_pan_position_w,ending_screen_pan_position_h,real_date_time,json_gamestate_dump,intention_id,answer_validity,influence_id,influence_id1,clip1_validity,influence_id2,clip2_validity,influence_id3,clip3_validity,opponent_attack_id,chosen_opponent_attack_type_id,player_point_loss,strategy_id,strategy_strength,piece_id_2,piece1_id,piece2_id,piece3_id,opponent_point_loss,player_points,opponent_points,old_rating,new_rating,priority_type_that_went_to_zero,epilogue_item_id,item_locked_unlocked_state
849,850,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,41M 52S,2512,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_otherStudent2_G7a1N,true",,,,,,,,,,,s_otherStudent2_G7a1N,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,851,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,41M 54S,2514,0.0,,"startscan_x,startscan_y","1086,454",,,,,,,,,,,,,,,,"(1086, 454)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,852,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,41M 55S,2515,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-400,-518.45",,,,,,,,,,,,,,-400.0,-518.45,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,853,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 0S,2520,0.0,,"endscan_x,endscan_y","864,142",,,,,,,,,,,,,,,,,"(864, 142)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,854,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 0S,2520,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_poePoster_gen,true",,,,,,,,,,,s_poePoster_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,855,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 2S,2522,0.0,,"startscan_x,startscan_y","924,181",,,,,,,,,,,,,,,,"(924, 181)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,856,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 2S,2522,0.0,,"endscan_x,endscan_y","793,121",,,,,,,,,,,,,,,,,"(793, 121)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,857,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 2S,2522,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_shakespearePoster_gen,true",,,,,,,,,,,s_shakespearePoster_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,858,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 4S,2524,0.0,,"startscan_x,startscan_y","781,119",,,,,,,,,,,,,,,,"(781, 119)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,859,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 6S,2526,0.0,,"endscan_x,endscan_y","790,154",,,,,,,,,,,,,,,,,"(790, 154)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,860,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 6S,2526,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_shakespearePoster_gen,true",,,,,,,,,,,s_shakespearePoster_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,861,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 8S,2528,0.0,,"startscan_x,startscan_y","724,157",,,,,,,,,,,,,,,,"(724, 157)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,862,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 8S,2528,0.0,,"endscan_x,endscan_y","691,124",,,,,,,,,,,,,,,,,"(691, 124)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,863,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 8S,2528,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_angelouPoster_gen,true",,,,,,,,,,,s_angelouPoster_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,864,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 10S,2530,0.0,,"startscan_x,startscan_y","735,237",,,,,,,,,,,,,,,,"(735, 237)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,865,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 11S,2531,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-518.45,-458.45",,,,,,,,,,,,,,-518.45,-458.45,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,866,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 11S,2531,0.0,,"endscan_x,endscan_y","535,132",,,,,,,,,,,,,,,,,"(535, 132)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,867,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 12S,2532,0.0,,"startscan_x,startscan_y","629,196",,,,,,,,,,,,,,,,"(629, 196)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,868,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 12S,2532,0.0,,"endscan_x,endscan_y","600,139",,,,,,,,,,,,,,,,,"(600, 139)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,869,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 12S,2532,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_atwoodPoster_gen,true",,,,,,,,,,,s_atwoodPoster_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,870,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 14S,2534,0.0,,"startscan_x,startscan_y","815,367",,,,,,,,,,,,,,,,"(815, 367)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,871,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 15S,2535,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-458.45,-398.45",,,,,,,,,,,,,,-458.45,-398.45,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,872,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 15S,2535,0.0,,"endscan_x,endscan_y","416,307",,,,,,,,,,,,,,,,,"(416, 307)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,873,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 16S,2536,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-398.45,-68.45",,,,,,,,,,,,,,-398.45,-68.45,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,874,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 16S,2536,0.0,,"startscan_x,startscan_y","372,337",,,,,,,,,,,,,,,,"(372, 337)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,875,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 18S,2538,0.0,,"endscan_x,endscan_y","449,195",,,,,,,,,,,,,,,,,"(449, 195)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,876,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 18S,2538,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_posterPlagiarism_gen,true",,,,,,,,,,,s_posterPlagiarism_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,877,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 19S,2539,0.0,,"startscan_x,startscan_y","454,239",,,,,,,,,,,,,,,,"(454, 239)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,878,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 22S,2542,0.0,,"endscan_x,endscan_y","237,112",,,,,,,,,,,,,,,,,"(237, 112)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,879,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 22S,2542,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_flag_gen,true",,,,,,,,,,,s_flag_gen,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,880,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 24S,2544,0.0,,"startscan_x,startscan_y","545,365",,,,,,,,,,,,,,,,"(545, 365)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,881,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 26S,2546,0.0,,"endscan_x,endscan_y","212,494",,,,,,,,,,,,,,,,,"(212, 494)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,882,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 26S,2546,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,c_crewKid1_M_G7a1N,true",,,,,,,,,,,c_crewKid1_M_G7a1N,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,883,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 28S,2548,0.0,,"startscan_x,startscan_y","474,360",,,,,,,,,,,,,,,,"(474, 360)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,884,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 30S,2550,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-68.45,0",,,,,,,,,,,,,,-68.45,0.0,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,885,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 34S,2554,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,0,-90",,,,,,,,,,,,,,0.0,-90.0,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,886,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 34S,2554,0.0,,"endscan_x,endscan_y","1096,379",,,,,,,,,,,,,,,,,"(1096, 379)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,887,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 35S,2555,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-90,-180",,,,,,,,,,,,,,-90.0,-180.0,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,888,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 35S,2555,0.0,,"startscan_x,startscan_y","1132,436",,,,,,,,,,,,,,,,"(1132, 436)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,889,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,207,Player panned Scene,Challenge Stack,42M 36S,2556,0.0,"Make the Grade, Make A Friend","Stack id, starting scene left, ending scene left","0,-180,-518.45",,,,,,,,,,,,,,-180.0,-518.45,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,890,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 37S,2557,0.0,,"endscan_x,endscan_y","1104,248",,,,,,,,,,,,,,,,,"(1104, 248)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,891,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,42M 39S,2559,0.0,,"startscan_x,startscan_y","442,555",,,,,,,,,,,,,,,,"(442, 555)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,892,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,42M 42S,2562,0.0,,"endscan_x,endscan_y","672,594",,,,,,,,,,,,,,,,,"(672, 594)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,893,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,213,Player touches Object,Challenge Stack,42M 42S,2562,0.0,"Make the Grade, Make A Friend","Stack id, Object id, result (Was player able to activate object?)","0,s_otherStudent1_G7a0,true",,,,,,,,,,,s_otherStudent1_G7a0,,,,,,,,True,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,894,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,212,Player switches to a Sense,Challenge Stack,42M 44S,2564,0.0,,Sense id (newly selected sense),2,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,895,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,221,Player opens  Change Decision panel,Challenge Stack,43M 8S,2588,0.0,"Make the Grade, Make A Friend",Stack id,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,896,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,220,Player closes Change Decision panel,Challenge Stack,43M 40S,2620,0.0,"Make the Grade, Make A Friend",Stack id,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,897,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,300,Player enters the aspirational avatar,AspirationalAvatar,43M 40S,2620,0.0,,no_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,898,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,304,Player hits save button on aspirational avatar question popup,AspirationalAvatar,43M 47S,2627,0.0,,"AA Level id, Chunk id, Piece id, old Choice id, old label, new Choice id, new label","0,0,0,1,,1,",,,,,,,,,,,,,,,,,,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Me Power,0.0,0.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,899,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,210,Player begins to scan Scene using Sense,Challenge Stack,43M 55S,2635,0.0,,"startscan_x,startscan_y","765,414",,,,,,,,,,,,,,,,"(765, 414)",,,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,900,6427001,3561,"3561 (T,TH) Spring 2013",Session 1,2013-03-07,211,Player ends scan,Challenge Stack,43M 57S,2637,0.0,,"endscan_x,endscan_y","656,617",,,,,,,,,,,,,,,,,"(656, 617)",,,,,,,,,,Session_1_eventLog_6427001_session1.log,Challenge Stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
